# fr-FR
"{configuration_syntax_help}","<a href='http://www.magentocommerce.com/boards/viewthread/37860/' target='_blank'>Aide</a>"
"{debug_help}","0 = aucun, 1 = minimum, 10 = complet"
"{logo_ulr_help}","Upload the logo image to the given skin folder. skin/frontend/[your package name]/[your skin name]/chronorelais/"
"No : cost is obtained from your rate grid ; Yes : cost is fetched from URL below";"Non : le prix est calculé grâce à votre grille tarifaire ; Oui : le prix est calculé via le webservice ci-dessous"
"Tracking URL","URL de suivi"
"Debug","Debug"
"Stop to first match","Arrêt à la première correspondance trouvée"
"Chronorelais Shipping module","Module Chronorelais Shipping"
"Weight unit","Unité de poids"
"Auto Price","Prix automatique"
# Version 0.3.0
"The Google Maps JavaScript API Version 2 has been officially deprecated. Please use v3 API now. Get your key at https://code.google.com/apis/console/.","L'API Google Maps JavaScript Version 2 a été officiellement dépréciée. Vous devez utiliser l'API v3 désormais. Obtenez votre clef d'API sur https://code.google.com/apis/console/."

# OCSEditor
	# Wecom_Chronorelais_Block_Adminhtml_System_Config_Form_Field_Config
		"Open editor","Ouvrir l'éditeur"
	# Wecom_Chronorelais_AjaxController
		"Chronorelais Shipping configuration editor","Éditeur de configuration Chronorelais Shipping"
		"Save","Sauvegarder"
		"Cancel","Annuler"
		"Close","Fermer"
		"Load","Charger"
		"Export","Exporter"
		"Add a shipping method","Ajouter une méthode de livraison"
		"New shipping method","Nouvelle méthode de livraison"
		"Delete","Supprimer"
		"Weight","Poids"
		"Products quantity","Quantité d'articles"
		"Quantity","Quantité"
		"Price including tax","Prix TTC"
		"Price excluding tax","Prix HT"
		"Not logged in","Non connecté"
		"Tracking number","Numéro de suivi"
		"Insert","Insérer"
		"Cart","Panier"
		"Selection","Sélection"
		"Product","Produit"
		"Display","Affichage"
		"Display original input","Afficher la saisie originale"
		"Display corrected names","Afficher les noms corrigés"
		"Display codes","Afficher les codes"
		"Limit to","Limiter à"
		"Exclude","Exclure"
		"Destination country","Pays de destination"
		"Cart weight","Poids du panier"
		"Cart quantity","Nombre d'articles dans le panier"
		"Disabled","Désactivé"
		"Ignored lines","Lignes ignorées"
		"Correct","Corriger"
		"Apply changes","Appliquer les modifications"
		# Fields
			"Enabled","Activé"
			"Code","Code"
			"Label","Libellé"
			"Description","Description"
			"Destination","Destination"
			"Origin","Origine"
			"Conditions","Conditions"
			"Fees","Coûts"
			"Customer groups","Groupes utilisateur"
			"Tracking url","URL de suivi"
			"Comment","Commentaire"
		# JS
			"Dissociate","Dissocier"
			"Remove","Supprimer"
			"Edit","Modifier"
			"Enter the new value:","Veuillez saisir la nouvelle valeur :"
			"[No label]","[Pas de libellé]"
			"Loading...","En cours de chargement..."
		# Help
			"Chronorelais Shipping extension help","Aide de l'extension Chronorelais Shipping"
			"{ocseditor.help.summary}","
<h4>Sommaire</h4>
<div class=""table-of-contents"">
<ul>
	<li><a href=""#"" onclick=""ocseditor.help('introduction');"">Introduction</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.label');"">Le libellé : `label`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.fees');"">Les frais de port : `fees`</a>
		<ul>
			<li><a href=""#"" onclick=""ocseditor.help('more.formulas');"">Initiation aux formules</a></li>
			<li><a href=""#"" onclick=""ocseditor.help('more.tables');"">Utilisation des tables de tarifs</a></li>
			<li><a href=""#"" onclick=""ocseditor.help('more.copy');"">Faire une copie d'une propriété d'une autre méthode</a></li>
			<li><a href=""#"" onclick=""ocseditor.help('more.special-functions');"">Fonctions spéciales dans les formules</a></li>
			<li class=""new""><a href=""#"" onclick=""ocseditor.help('more.attributes-options');"">Utilisation des attributs ou des options des produits</a> (ajout des stocks dans la version 2.3.2)</li>
			<li class=""new""><a href=""#"" onclick=""ocseditor.help('more.foreach');"">Utilisation des boucles foreach</a> (ajouté dans version 2.1.7)</li>
			<li class=""new""><a href=""#"" onclick=""ocseditor.help('more.custom-variables');"">Utilisation des variables personnalisées de Magento (Custom Variables)</a> (ajouté dans version 2.2.7)</li>
		</ul>
	</li>
	<li><a href=""#"" onclick=""ocseditor.help('property.conditions');"">Les conditions : `conditions`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.destination');"">La destination : `destination`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.enabled');"">L'activation : `enabled`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.code');"">Le code : `code`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.description');"">La description : `description`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.origin');"">L'origine : `origin`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.customer_groups');"">Les groupes client : `customer_groups`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.tracking_url');"">L'URL de suivi : `tracking_url`</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('property.*comment');"">Commentaires</a></li>
	<li><a href=""#"" onclick=""ocseditor.help('changelog');"">Changelog</a></li>
</ul>
</div>
"
			"{ocseditor.help.introduction}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Introduction</h4>
<p>
	Si vous souhaitez poser une question, utilisez le sujet suivant : <a href=""http://www.magentocommerce.com/boards/viewthread/38223/"">http://www.magentocommerce.com/boards/viewthread/38223/</a>
</p>

<p>
	La syntaxe de configuration est une syntaxe proche de la syntaxe JSON.
</p>
<p>

	Exemple :
</p>
<div class=""code""><span class=""comment""># National</span><br/>
{<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""National""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""AD,FR,MC""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_excluding_tax}&lt;1000.00""</span>,<br/>

&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""1.30 + {table {cart.weight} in 0.5:5.30, 1.0:6.50, 2.0:7.40, 3.0:8.30, 5.0:10.10}""</span>,<br/>
}</div>

<p>
	Le caractère `#` en début de ligne indique un commentaire.<br/>
	Un élément de configuration débute par le caractère `{` et se termine par `}`.<br/>
	Un élément de configuration contient plusieurs propriétés associées à des valeurs.<br/>

	Les propriétés sont alphanumériques (a-z0-9_), le séparateur propriété/valeur est le caractère `:`, les valeurs sont numériques, booléennes ou des chaînes de caractères délimitées par des guillemets. En fin de ligne, une virgule sert de séparateur entre les différentes propriétés.
</p>
<p>
	Liste des propriétés :
</p>
<ul>
	<li><b>label</b>: nom (libellé)</li>
	<li><b>description</b>: description (visible seulement si le template l'affiche)</li>
	<li><b>code</b>: code de la méthode de livraison (facultatif mais s'il est spécifié il doit être unique)</li>
	<li><b>enabled</b>: bloc de configuration activé ou non (ex: <span class=""value"">true</span> ou <span class=""value"">false</span>)</li>
	<li class=""new""><b>fees</b>: frais de port (ex: <span class=""value"">""15.00""</span> ou <span class=""value"">""{table {cart.weight} in 0.5:5.30, 1.0:6.50}""</span> ou <span class=""value"">""100 * {cart.weight}""</span>)</li>
	<li class=""new""><b>conditions</b>: conditions d'activation (ex: <span class=""value"">""{cart.weight}&gt;=1.0""</span> ou <span class=""value"">""{cart.price_excluding_tax}&lt;100.00""</span> ou <span class=""value"">""({cart.weight}&lt;=1.0) and ({cart.weight}&gt;3.0) and {free_shipping}""</span> ou <span class=""value"">""{count products where product.attribute.color=='Bleu'}&gt;1 or {count products where product.option.size=='2m'}&gt;2""</span>)</li>
	<li><b>destination</b>: pays (éventuellement régions) autorisés en destination (ex: <span class=""value"">""FR,DE,US""</span> ou <span class=""value"">""FR(2A,2B,25000)""</span> ou <span class=""value"">""FR-(2A,2B)""</span> ou <span class=""value"">""FR(01,02,39600),CH,DE""</span>)</li>
	<li class=""new""><b>origin</b>: pays (éventuellement régions) autorisés en origine (ex: <span class=""value"">""FR,DE,US""</span> ou <span class=""value"">""FR(2A,2B,25000)""</span> ou <span class=""value"">""FR-(2A,2B)""</span> ou <span class=""value"">""FR(01,02,39600),CH,DE""</span>)</li>
	<li class=""new""><b>customer_groups</b>: groupes de client autorisés (ex: <span class=""value"">""NOT LOGGED IN,Retailer""</span> ou <span class=""value"">""0,3""</span>)</li>
</ul>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

"
			"{ocseditor.help.property.label}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Le libellé : `label`</h4>
<p>Il s'agit du nom qui sera donné à la méthode de livraison.</p>
<p>On peut insérer certains éléments comme le poids des marchandises dans le libellé.<br/>
Pour ce faire, utiliser les variables suivantes :</p>
<ul>
	<li><b>{destination.country.name}</b>: le pays de destination</li>
	<li><b>{destination.country.code}</b>: le code du pays de destination</li>
	<li><b>{destination.region.code}</b>: le code de la région de destination</li>
	<li><b>{destination.postcode}</b>: le code postal de destination</li>
	<li><b>{origin.country.name}</b>: le pays d'envoi</li>
	<li><b>{origin.country.code}</b>: le code du pays d'envoi</li>
	<li><b>{origin.region.code}</b>: le code de la région d'envoi</li>
	<li><b>{origin.postcode}</b>: le code postal d'envoi</li>
	<li><b>{cart.weight}</b>: poids des marchandises</li>
	<li><b>{cart.weight.unit}</b>: l'unité de poids</li>
	<li><b>{cart.quantity}</b>: la quantité d'articles</li>
	<li><b>{cart.price_including_tax}</b>: prix TTC</li>
	<li><b>{cart.price_excluding_tax}</b>: prix HT</li>
	<li><b>{store.code}</b>: code du magasin</li>
	<li><b>{store.name}</b>: nom du magasin</li>
	<li><b>{store.address}</b>: adresse du magasin</li>
	<li><b>{store.phone}</b>: téléphone du magasin</li>
	<li><b>{date.timestamp}</b>: timestamp UNIX de la date actuelle</li>
	<li><b>{date.year}</b>: année de la date actuelle</li>
	<li><b>{date.month}</b>: mois de la date actuelle</li>
	<li><b>{date.day}</b>: jour de la date actuelle</li>
	<li><b>{date.hour}</b>: heure de la date actuelle</li>
	<li><b>{date.minute}</b>: minute de la date actuelle</li>
	<li><b>{date.second}</b>: seconde de la date actuelle</li>
</ul>
<div class=""code"">label: <span class=""string"">""Colissimo ({cart.weight} / {destination.country.name})""</span>,</div>
<p>La ligne ci-dessus affichera par exemple ""Colissimo (3.0kg / France)"".</p>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.fees}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Les frais de port : `fees`</h4>
<p>
	La propriété `fees` se spécifie sous la forme d'une <a href=""#"" onclick=""ocseditor.help('more.formulas');"">formule (voir l'initiation aux formules)</a>.
</p>
<div class=""code""><span class=""comment""># Frais fixes</span><br/>fees: 10.00,<br/>
<br/>
<span class=""comment""># Table de prix</span><br/>fees: <span class=""string"">""{table {cart.weight} in 0.5:5.30, 1.0:6.50}""</span>,<br/>
<br/>
<span class=""comment""># Formule</span><br/>fees: <span class=""string"">""0.1 * {cart.price_excluding_tax} + 10.00""</span>,<br/>
<br/>
<span class=""comment""># Combinaison</span><br/>fees: <span class=""string"">""0.1 * {cart.price_excluding_tax} + {table {cart.weight} in 0.5:5.30, 1.0:6.50} + 10.00""</span>,
</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.more.formulas}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Initiation aux formules</h4>
<p>
	Les propriétés `fees` et `conditions` sont spécifiées sous la forme de formules.
</p>
<p>
	Signes mathématiques disponibles :
</p>
<ul>
	<li>opérateurs : *, /, + et -</li>
	<li>modulo : %</li>
	<li>parenthèses : ( et )</li>
	<li>les opérateurs booléens &amp;&amp;, and, ||, or, ==, &lt;, &gt;, &lt;=, &gt;=</li>
	<li>les opérateurs binaires &amp; et |</li>
	<li>le groupe d'opérateur C ? X : Y (ex: ""{cart.price_exluding_tax}&gt;100 ? 15*{cart.weight} : 20*{cart.weight}"")</li>
</ul>
<p>
	Fonctions disponibles :
</p>
<ul>
	<li>arrondis : round(x), floor(x), ceil(x)</li>
	<li>valeur absolue : abs(x)</li>
	<li>maximum : max(x,y)</li>
	<li>minimum : min(x,y)</li>
	<li>entier aléatoire : rand(min,max)</li>
	<li>puissance : pow(x,puissance)</li>
	<li>nombre PI : pi()</li>
	<li>racine carrée : sqrt(x)</li>
	<li>logarithme : log(x) pour le logarithme népérien ou log(x,base)</li>
	<li>exponentiel : exp(x)</li>
</ul>
<p>
	Possibilité d'utiliser les fonctionnalités avancées suivantes : casting  en entier (int) ou en nombre flottant (float),
	comparaison avec la valeur null ou les valeurs booléennes true et false.
</p>
<p>
	Variables disponibles :
</p>
<ul>

	<li><b>{cart.weight}</b>: poids du colis</li>
	<li><b>{cart.price_including_tax}</b>: prix TTC</li>
	<li><b>{cart.price_excluding_tax}</b>: prix HT</li>
	<li><b>{cart.quantity}</b>: nombre d'articles dans le panier</li>
	<li><b>{date.timestamp}</b>: timestamp UNIX de la date actuelle</li>
	<li><b>{date.year}</b>: année de la date actuelle</li>
	<li><b>{date.month}</b>: mois de la date actuelle</li>
	<li><b>{date.day}</b>: jour de la date actuelle</li>
	<li><b>{date.hour}</b>: heure de la date actuelle</li>
	<li><b>{date.minute}</b>: minute de la date actuelle</li>
	<li><b>{date.second}</b>: seconde de la date actuelle</li>
	<li><b>{free_shipping}</b>: frais de port offert (par une règle dans Magento) [true/false]</li>
</ul>
<p>
	Vous avez la possibilité de mettre des espaces et des retours à la ligne dans les formules (pour aérer).
</p>
<p class=""new"" style=""font-weight: bold;"">
	Vous pouvez également utiliser des fonctionnalités avancées telles que les tables de tarifs, la copie d'une propriété d'une autre méthode,
	les fonctions spéciales, l'utilisation des attributs et des options des produits ou encore l'utilisation des variables personnalisées.
</p>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.more.tables}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Utilisation des tables de tarifs</h4>
<p>
	Dans une table, on peut inclure ou exclure une valeur limite avec les caractères '[' et ']' :
</p>
<div class=""code""><span class=""comment""># Limite supérieure 1.0 incluse</span><br/>
fees: <span class=""string"">""{table {cart.weight} in 1.0]:5.00}""</span>,<br/>

<br/>
<span class=""comment""># Limite supérieure 1.0 exclue</span><br/>
fees: <span class=""string"">""{table {cart.weight} in 1.0[:5.00}""</span>,</div>

<p>
	Dans une table, on doit spécifier la valeur de référence. Pour cela, on peut utiliser une des variables disponibles.<br/>
	Vous pouvez aussi utiliser une formule afin de définir une autre variable de référence.
</p>

<div class=""code""><span class=""comment""># Les valeurs limites sont comparées au poids du panier</span><br/>
fees: <span class=""string"">""{table {cart.weight} in 0.5:5.30, 1.0:6.50}""</span>,<br/>
<br/>
<span class=""comment""># Les valeurs limites sont comparées à la quantité d'articles</span><br/>
fees: <span class=""string"">""{table {cart.quantity} in 10:5.30, 20:6.50}""</span>,<br/>
<br/>
<span class=""comment""># Les valeurs limites sont comparées au prix TTC</span><br/>
fees: <span class=""string"">""{table {cart.price_including_tax} in 15.00:5.30, 30.00:6.50}""</span>,<br/>
<br/>
<span class=""comment""># Les valeurs limites sont comparées au prix HT</span><br/>
fees: <span class=""string"">""{table {cart.price_excluding_tax} in 15.00:5.30, 30.00:6.50}""</span>,<br/>
<br/>
<span class=""comment""># Les valeurs limites sont comparées à une valeur de référence définie par l'utilisateur</span><br/>
fees: <span class=""string"">""{table ceil({cart.weight}/10) in 1:5.30, 2:6.50}""</span>,
</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.more.copy}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Faire une copie d'une propriété d'une autre méthode</h4>
<p>
Il est possible de faire une copie d'une propriété dans une autre à l'aide de la syntaxe ci-dessous.
</p>
<p>
Vous pouvez utiliser cette technique dans les propriétés 'conditions', 'fees',
'enabled', 'label', 'description', 'destination', 'origin', 'customer_groups' et 'tracking_url'
<strong>mais pas dans la propriété 'code'</strong>.
</p>

<div class=""code""><span class=""comment""># Colissimo</span><br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""colissimo""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Colissimo""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""AD,FR,MC""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_excluding_tax}&lt;1000.00""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""1.30 + {table {cart.weight} in 0.5:5.30, 1.0:6.50, 2.0:7.40, 3.0:8.30, 5.0:10.10}""</span>,<br/>
}<br/>
...<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># Copie des conditions d'une autre méthode</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""({colissimo.conditions}) and ({cart.weight}&gt;10.0)""</span>,<br/>
...<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># Copie des frais de port d'une autre méthode</span><br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""({colissimo.fees}) + 15.00""</span>,<br/>
...
</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.more.special-functions}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Fonctions spéciales dans les formules</h4>

<p>
Vous pouvez utiliser dans les formules des fonctions spéciales.
</p>
<p>
Liste des fonctions spéciales :
</p>
<ul>
	<li><b>min(x,y) :</b> calcule le minimum entre plusieurs valeurs (éventuellement plus de deux valeurs). Si l'une des valeurs est nulle, elle est ignorée.</li>
	<li><b>max(x,y) :</b> calcule le maximum entre plusieurs valeurs (éventuellement plus de deux valeurs). Si l'une des valeurs est nulle, elle est ignorée.</li>
</ul>

<div class=""code""><span class=""comment""># Exemple d'utilisation de la fonction min pour proposé des frais de port gratuits<br/>
# et un supplément pour les méthodes de transport plus rapides</span><br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""courrier_suivi""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Courrier suivi""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""FR""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&lt;80""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""{table {cart.weight} in 0.050:2.21, 0.100:2.77, 0.500:4.60}""</span>,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""courrier_suivi_offert""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Frais de port offerts - Courrier suivi""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""{courrier_suivi.destination}""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&gt;=80 and {cart.weight}&lt;=0.500""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: 0.00,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""lettre_recommandee""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Lettre Recommandée""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""FR""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&lt;80""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""{TABLE {cart.weight} IN 0.050:4.3,0.100:4.75,0.250:5.62,0.500:6.42,1.000:7.32,2.000:8.56,10.000:10.30}""</span>,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""lettre_recommandee_offert""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Frais de port offerts - Lettre Recommandée""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""{lettre_recommandee.destination}""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&gt;=80 and {cart.weight}&gt;0.500 and {cart.weight}&lt;=10.000""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: 0.00,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""supplement_lettre_recommandee""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Supplément Lettre Recommandée""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""{lettre_recommandee.destination}""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{courrier_suivi_offert.conditions}""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""{lettre_recommandee.fees} - {courrier_suivi.fees}""</span>,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""colissimo""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Colissimo""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""FR""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&lt;80""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""{table {cart.weight} in 0.3:8.7,0.8:9.9,1.8:10.85,2.8:11.8,4.8:13.7,6.8:15.6,9.8:18.45,14.8:20.45,29.8:26.45}""</span>,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""colissimo_offert""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Frais de port offerts - Colissimo""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""{colissimo.destination}""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&gt;=80 and {cart.weight}&gt;10 and {cart.weight}&lt;=29.8""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: 0.00,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""supplement_colissimo""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Supplément Colissimo""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""{colissimo.destination}""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{courrier_suivi_offert.conditions} or {lettre_recommandee_offert.conditions}""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""{colissimo.fees} - min({courrier_suivi.fees},{lettre_recommandee.fees})""</span>,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""chronopost""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Chronopost""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""FR""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&lt;80""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""{TABLE {cart.weight} IN 1:13.29, 2:13.99, 3:18.4, 4:19.24, 5:20.08, 6:20.92, 7:21.76, 8:22.6, 9:23.44, 10:24.28, 15:28.48, 20:32.68, 25:36.88, 30:41.08}""</span>,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""chronopost_offert""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Frais de port offerts - Chronopost""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""FR""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&lt;80 and {cart.weight}&gt;29.8 and {cart.weight}&lt;=30""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: 0.00,<br/>
}<br/>
<br/>
{<br/>
&nbsp;&nbsp;&nbsp;code: <span class=""string"">""supplement_chronopost""</span>,<br/>
&nbsp;&nbsp;&nbsp;label: <span class=""string"">""Supplément Chronopost""</span>,<br/>
&nbsp;&nbsp;&nbsp;destination: <span class=""string"">""{chronopost.destination}""</span>,<br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{courrier_suivi_offert.conditions} or {lettre_recommandee_offert.conditions} or {colissimo_offert.conditions}""</span>,<br/>
&nbsp;&nbsp;&nbsp;fees: <span class=""string"">""{chronopost.fees} - min({courrier_suivi.fees},{lettre_recommandee.fees},{colissimo.fees})""</span>,<br/>
}
</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
